Location,ULCS No.,ID,Date Report Issued,Location (Room/Area),,Recommended Corrective Action,Category,Respon-sibility*,Notes,Status,"Date of
Update",Location Closed,Start Date,End Date
Pratt ES,4390,1,10/8/2010,3rd Floor Service Closet,,Discard wet porous materials from the floor of the service closet; Utilize housekeeping practices such as removing excess water from the mops and empty mop buckets prior to storing.,Mold/Moisture,F,"No wet porous materials or standing water was identified during an inspection, per KEM.",closed,3/18/11,NO,,
Pratt ES,4390,2,10/8/2010,3rd Floor Service Closet,,Scrape and repaint approximately 20 square feet of cracking and peeling paint from the cinderblock walls; Test the cracking and peeling paint for lead prior to removal and treat accordingly.,Mold/Moisture,M,Completed per Maintenance on 3/31/2011,closed,4/14/11,NO,,
Pratt ES,4390,3,10/8/2010,3rd Floor Service Closet,,Remove and replace approximately 12 square feet of missing or loose 9” x 9” VAT.,Mold/Moisture,M,Completed per Maintenance,closed,7/28/11,NO,,
Pratt ES,4390,4,10/8/2010,3rd Floor Service Closet,,Replace the wooden door exhibiting mold growth with a vented metal door and apply a rust inhibiting paint to the door frame.,Mold/Moisture,M,completed per Maintenance,closed,8/30/11,NO,,
Pratt ES,4390,5,10/8/2010,3rd Floor Storage Room,,Inspect the roof for leaks around the roof drain pipe and exhaust system penetration location.,Mold/Moisture,M,Completed per Maintenance on 3/30/2011,closed,4/14/11,NO,,
Pratt ES,4390,6,10/8/2010,3rd Floor Storage Room,,"Once the roof leaks are repaired, remove approximately 10 square feet of cracking and peeling paint from the ceiling, cinderblock and roof drain; Test the cracking and peeling paint for lead prior to removal and treat accordingly.",Mold/Moisture,M,Completed per Maintenance on 3/31/2011,closed,4/14/11,NO,,
Pratt ES,4390,7,10/8/2010,3rd Floor Storage Room,,Clean approximately one square foot of visible mold growth observed on the metal exhaust system duct work; Repaint the duct work with a rust inhibiting paint.  ,Mold/Moisture,M,Completed per Maintenance,closed,7/28/11,NO,,
Pratt ES,4390,8,10/8/2010,3rd Floor Storage Room,,Repair the non-functioning exhaust system.,Ventilation,M,Completed per Maintenance,closed,9/7/11,NO,,
Pratt ES,4390,9,4/26/13,Former Coal Room,,An asbestos DDC was issued by AET on 2/20/13 for the remediation of the damaged insulation.,Point Source,M,Damaged asbestos containing pipe insulation was observed.,closed,4/26/13,NO,,
Pratt ES,4390,10,4/26/13,Gym Office,,An asbestos DDC was issued by AET on 2/20/13 for the remediation of the damaged pipe insulation.,Point Source,M,A damaged asbestos containing pipe insulation was observed.,closed,4/26/13,NO,,
Pratt ES,4390,11,4/26/13,Gym Storage Closet,,An asbestos DDC was issued on 2/26/13 for the remediation of the exposed ends.,Point Source,M,Exposed asbestos containing pipe insulation was observed on the ends of the pipes.,closed,4/26/13,NO,,
Pratt ES,4390,12,4/26/13,Room G-1,,An asbestos DDC was issued by AET on 2/20/13 for the remediation of the damaged pipe fitting insulation.,Point Source,M,A damaged asbestos containing pipe fitting was observed adjacent to the window and teacher's desk.,closed,4/26/13,NO,,
Pratt ES,4390,13,4/26/13,1st Floor Boy's Room,,Remove the flaking paint from the boy's room ceiling and repaint.  This work should be completed in accordance with the EPA's RRP Rule.,Point Source,M,Flaking paint was observed on the ceiling. Closed per 4390-13 report.,closed,7/9/14,NO,,
Pratt ES,4390,14,4/26/13,2nd Floor Girl's Room,,Remove the flaking paint from the girl's room ceiling and repaint.  This work should be completed in accordance with the EPA's RRP Rule.,Point Source,M,Flaking paint was observed on the ceiling reportedly from an old steam leak that was repaired.,open,4/26/13,NO,,
Pratt ES,4390,15,4/26/13,Cafeteria,,Evaluate the glazed block wall where the top course appears to have shifted forward and repair as needed.  Re-secure the electrical conduit to the wall.,Safety,M,A section of electrical conduit was not secured to the wall.  The top course of the glazed block wall appeared to have shifted forward.,open,4/26/13,NO,,
Pratt ES,4390,16,4/26/13,Cafeteria,,Remove the flaking paint from the cafeteria ceiling and repaint.  This work should be completed in accordance with the EPA's RRP Rule.,Point Source,M,Flaking paint was observed on the ceiling located above the duct work.,open,4/26/13,NO,,
Pratt ES,4390,17,4/26/13,Gym Storage Closet,,Square off sections of missing/damaged floor tile for replacement.,Point Source,M,"Missing/damaged 9""x9"" floor tile was observed in this storage closet.",open,4/26/13,NO,,
Pratt ES,4390,18,4/26/13,Room 100,,Square off sections of missing/damaged floor tile for replacement.,Point Source,M,"Missing/damaged 9""x9"" floor tile was observed in two locations. Closed per 4390-18 report.",closed,7/9/14,NO,,
Pratt ES,4390,19,4/26/13,Room 105,,Repair the blower on the unit ventilator.,Ventilation,M,The unit ventilator blower was not operational at the time of the evaluation. Closed per 4390-19 report.,closed,7/9/14,NO,,
Pratt ES,4390,20,4/26/13,Room 106,,Remove loose/damaged floor tile adjacent to the rear exit door.,Point Source,M,"Loose/damaged 9""x9"" floor tile was observed at the rear exit door.",open,4/26/13,NO,,
Pratt ES,4390,21,4/26/13,Room 201,,Square off section of missing/damaged floor tile for replacement. ,Point Source,M,"Missing/damaged 9""x9"" floor tile was observed. Closed per 4390-21 report.",closed,7/9/14,NO,,
Pratt ES,4390,22,4/26/13,Room G-1,,Square off section of missing/damaged floor tile for replacement.,Point Source,M,"A missing/damaged section of 9""x9"" floor tile was observed.",open,4/26/13,NO,,
Pratt ES,4390,23,4/26/13,Room G-2,,Square off sections of missing/damaged floor tile for replacement.,Point Source,M,"Missing/damaged 9""x9"" floor tile was observed across the center of the room and in various location around the room.",open,4/26/13,NO,,
Prince Hall,7490,1,9/1/2010,Cafeteria,,"Replace the water-stained ceiling tile exhibiting mold growth, located above a lunch table; Insulate the un-insulated section of piping above the suspended ceiling feeding the unit-ventilator.",Mold/Moisture,F,"The ceiling tiles were replaced and the section of piping was insulated, per the BE.  ",closed,6/30/11,NO,,
Prince Hall,7490,2,9/1/2010,Special Ed. Room 106,,Clear the clogged/slow condensate drain line on the unit-ventilator.,Mold/Moisture,F,Drain line has been cleared and cleaned per the BE.,closed,6/30/11,NO,,
Prince Hall,7490,3,9/1/2010,Special Ed. Room 5,,Dry the wet carpet (less than one square foot) adjacent to the unit-ventilator drip pan (appears to be a new leak).,Mold/Moisture,F,Carpet dried and drip pan replaced per BE.,closed,1/28/2011,NO,,
Prince Hall,7490,4,9/1/2010,Special Ed. Room 5,,Replace 6 water-stained ceiling tiles.,Mold/Moisture,F,Replaced ceiling tiles per BE.,closed,1/28/2011,NO,,
Prince Hall,7490,5,9/1/2010,Special Ed. Room 5,,Insulate the un-insulated sections of piping feeding the unit-ventilator.,Mold/Moisture,F,"The section of piping was insulated, per the BE.  ",closed,6/30/11,NO,,
Prince Hall,7490,6,9/22/2010,Cafeteria,,"OPEN WORK ORDER: Insulate dual temp piping; ambient air is condensing on cold piping causing condensation to leak through ceiling causing mold formation and the falling of saturated ceiling tiles; four different size pipes: 0.75"", 1"", 1.5"" and 2.5"" (WO # 724846).",Mold/Moisture,F,"The section of piping was insulated, per the BE.  ",closed,6/30/11,NO,,
Prince Hall,7490,7,9/22/2010,Room 10,,"OPEN WORK ORDER: Insulate dual temp piping; ambient air is condensing on cold piping causing condensation to leak through ceiling causing mold formation and the falling of saturated ceiling tiles; four different size pipes: 0.75"", 1"", 1.5"" and 2.5"" (WO # 724845).",Mold/Moisture,F,Ceiling tiles have been replaced in Room 10. Fiberglass insulation has been received. It will be installed in room 210 where the condensation occurs. ,closed,6/13/13,NO,,
Prince Hall,7490,8,9/22/2010,Room 11,,"OPEN WORK ORDER: Insulate dual temp piping; ambient air is condensing on cold piping causing condensation to leak through ceiling causing mold formation and the falling of saturated ceiling tiles; four different size pipes: 0.75"", 1"", 1.5"" and 2.5"" (WO # 724843).",Mold/Moisture,F,Ceiling tiles have been replaced in Room 11. Fiberglass insulation has been received. It will be installed in room 211 where the condensation occurs. ,closed,6/13/13,NO,,
Prince Hall,7490,9,9/22/2010,Room 13,,"OPEN WORK ORDER: Insulate dual temp piping; ambient air is condensing on cold piping causing condensation to leak through ceiling causing mold formation and the falling of saturated ceiling tiles; four different size pipes: 0.75"", 1"", 1.5"" and 2.5"" (WO # 724842).",Mold/Moisture,F,Ceiling tiles have been replaced in Room 13. Fiberglass insulation has been received. It will be installed in room 213 where the condensation occurs. A condensate drip pan is needed for the right unit ventilator.,closed,6/13/13,NO,,
Prince Hall,7490,10,9/22/2010,Feed Line,,OPEN WORK ORDER: Replace insulation in boiler on domestic feed line (mold growing on insulation) (WO # 636996).,Mold/Moisture,F,"Waiting for pipe insulation that Tom Shearer, FAC, ordered to arrive.",open,6/30/11,NO,,
Prince Hall,7490,11,6/19/13,ATC System,,Evaluate and repair or adjust as needed to provide thermal control in the building.,Ventilation,M,"Reportedly, the ACT system is inoperable resulting in thermal control issues. ",open,6/19/13,NO,,
Prince Hall,7490,12,6/19/13,Cafeteria,,Evaluate and insulate the dual temperature lines associated with AHU#1 in the cafeteria to prevent condensation.,Mold/Moisture,F,A water stained ceiling tile was observed.  The B.E. indicated there are un-insulated lines in a pipe chase associated with AHU#1 resulting in condensation and water stained ceiling tiles.,open,6/19/13,NO,,
Prince Hall,7490,13,6/19/13,Hallway outside IMC,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles.,Mold/Moisture,F,Water stained ceiling tiles were observed.  The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
Prince Hall,7490,14,6/19/13,Hallway outside Room 1,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles. Replace ceiling tiles as needed.,Mold/Moisture,F,Water stained and moldy ceiling tiles were observed.  The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
Prince Hall,7490,15,6/19/13,Hallway outside Room 11,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles. Replace ceiling tiles as needed.,Mold/Moisture,F,A water stained ceiling tile was observed in the hallway. The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
Prince Hall,7490,16,6/19/13,Hallway outside Room 116,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles. Replace ceiling tiles as needed.,Mold/Moisture,F,A water stained ceiling tile was observed in the hallway. The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
Prince Hall,7490,17,6/19/13,Hallway outside Room 13,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles. Replace ceiling tiles as needed.,Mold/Moisture,F,A water stained ceiling tile was observed in the hallway. The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
Prince Hall,7490,18,6/19/13,Hallway outside Room 5,,Evaluate and insulate the dual temperature lines as needed to prevent condensation and water stained ceiling tiles. Replace ceiling tiles as needed.,Mold/Moisture,F,A water stained ceiling tile was observed in the hallway. The B.E. reported a condensation issue from inadequate pipe insulation.,open,6/19/13,NO,,
